Store,Dept,Date,Temperature,Fuel_Price,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
38,16,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,17,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,18,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,20,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,21,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,23,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,25,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,26,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,28,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,29,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,31,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,32,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,33,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,38,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,40,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,42,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,44,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,46,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,52,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,59,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,60,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,67,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,72,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,74,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,79,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,80,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,81,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,82,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,83,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,85,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,87,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,90,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,91,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,92,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
38,93,2010-03-12,50.11,2.925,,,,,126.6042857,13.975,False,C,39690
