Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
4.0,91.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,92.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,93.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,94.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,95.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,96.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,97.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,False,A,205863.0
4.0,98.0,2011-10-07,65.79,3.299,,,,,,129.6938,5.143,630,A,205863.0
4.0,1.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,2.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,3.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,4.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,5.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,6.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,7.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,8.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,9.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,10.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,11.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,13.0,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,A,205863.0
4.0,14.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,16.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,17.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,18.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,19.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,20.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,21.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,22.0,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,no work today,205863.0
4.0,23.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,630,A,205863.0
4.0,24.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,25.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,26.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,27.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,28.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,29.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,30.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,no work today,205863.0
4.0,31.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,630,A,205863.0
4.0,32.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,630,A,-41.0
4.0,33.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,34.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,35.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,36.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,37.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,no work today,205863.0
4.0,38.0,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,A,205863.0
4.0,40.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,41.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,42.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,44.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,A,205863.0
4.0,46.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,48.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,49.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,52.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,54.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,55.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,56.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,58.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,59.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,60.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,67.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,71.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,72.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,74.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,79.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,80.0,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,A,-41.0
4.0,,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,82.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,-41.0
4.0,83.0,2011-10-14,63.75,3.283,,,,,,,5.143,630,A,205863.0
4.0,85.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,87.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,90.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,no work today,205863.0
4.0,91.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,92.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,630,A,205863.0
4.0,93.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,205863.0
4.0,94.0,2011-10-14,63.75,3.283,,,,,,,5.143,False,A,205863.0
4.0,95.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,no work today,205863.0
4.0,96.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,False,A,
4.0,97.0,2011-10-14,63.75,3.283,,,,,,economic crash,5.143,False,A,
4.0,98.0,2011-10-14,63.75,3.283,,,,,,129.7706452,5.143,630,A,205863.0
4.0,1.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,2.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,3.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,205863.0
4.0,4.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,5.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,6.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,7.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,8.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,9.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,10.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,11.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,12.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,13.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,14.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,16.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,205863.0
4.0,17.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,630,A,205863.0
4.0,18.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,205863.0
4.0,19.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,20.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,-41.0
4.0,21.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,22.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,23.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,-41.0
4.0,24.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,-41.0
4.0,25.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,-41.0
4.0,26.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,27.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,205863.0
4.0,28.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,29.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,-41.0
4.0,30.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,31.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,32.0,,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,33.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,205863.0
4.0,34.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,205863.0
4.0,35.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,36.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,-41.0
4.0,37.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,38.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,205863.0
4.0,40.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,41.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,205863.0
4.0,42.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,44.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,45.0,2011-10-21,64.79,3.361,,,,,,economic crash,5.143,False,A,205863.0
4.0,46.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,,A,205863.0
4.0,48.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,49.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,52.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,54.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,55.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,-41.0
4.0,56.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,58.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,no work today,205863.0
4.0,59.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,60.0,2011-10-21,64.79,3.361,,,,,,,5.143,630,A,205863.0
4.0,67.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,71.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,72.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,74.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
4.0,79.0,2011-10-21,64.79,3.361,,,,,,129.7821613,5.143,False,A,205863.0
