Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
32.0,91.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,1790,A,203007.0
32.0,92.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,no work today,8.256,False,A,203007.0
32.0,93.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,False,A,203007.0
32.0,94.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,False,A,203007.0
32.0,95.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,,197.2295234,8.256,False,A,203007.0
32.0,96.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,no work today,8.256,False,A,203007.0
32.0,97.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,no work today,8.256,False,A,203007.0
32.0,98.0,2012-03-23,47.64,3.664,6403.49,147.83,4.54,3324.67,3312.99,197.2295234,8.256,1790,A,203007.0
32.0,1.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,2.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,no work today,203007.0
32.0,3.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,4.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,,A,
32.0,5.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,6.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,no work today,203007.0
32.0,7.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,8.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,9.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,,197.4133259,8.256,False,A,203007.0
32.0,10.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,11.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,no work today,8.256,False,A,203007.0
32.0,12.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,13.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,14.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,no work today,8.256,False,A,203007.0
32.0,16.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,17.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,18.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,19.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,,A,203007.0
32.0,20.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,21.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,-99.0
32.0,22.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,23.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,24.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,25.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,26.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,no work today,8.256,False,A,203007.0
32.0,27.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,28.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,29.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,30.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,-99.0
32.0,31.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,no work today,8.256,False,A,203007.0
32.0,32.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,,1790,A,-99.0
32.0,33.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,34.0,2012-03-30,56.09,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,1790,A,203007.0
32.0,35.0,2012-03-30,56.09,3.75,10428.62,144.83,,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
32.0,36.0,2012-03-30,,3.75,10428.62,144.83,7.84,1505.63,3306.98,197.4133259,8.256,False,A,203007.0
