Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
36.0,7.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,8.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,9.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,-37.0
36.0,10.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,no work today,6.989,False,A,39910.0
36.0,11.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,39910.0
36.0,12.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,13.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,14.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,16.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,17.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,economic crash,39910.0
36.0,18.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,20.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,21.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,no work today,6.989,1331,A,39910.0
36.0,25.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,26.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,39910.0
36.0,38.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,40.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,42.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,39910.0
36.0,46.0,2012-06-01,,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,60.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,67.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,74.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,79.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,80.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,81.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,,39910.0
36.0,82.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,39910.0
36.0,83.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,87.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,economic crash,39910.0
36.0,90.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,A,39910.0
36.0,91.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,1331,A,39910.0
36.0,92.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,220.4322099,6.989,False,economic crash,39910.0
36.0,93.0,2012-06-01,80.74,3.567,187.88,,,4.02,1674.5,no work today,6.989,False,economic crash,39910.0
