Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
27.0,3.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,4.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,5.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,6.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,,False,A,204184.0
27.0,7.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,8.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,1131,A,204184.0
27.0,9.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,1131,A,204184.0
27.0,10.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,11.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,1131,A,204184.0
27.0,12.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,13.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,14.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,16.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,17.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,18.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,no sales today,204184.0
27.0,19.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,no work today,8.253,False,A,204184.0
27.0,20.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,no work today,8.253,False,A,204184.0
27.0,21.0,,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,22.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,23.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,-98.0
27.0,24.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,25.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,26.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,27.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,28.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,29.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,no work today,8.253,False,A,204184.0
27.0,30.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,31.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
27.0,32.0,2012-06-08,64.05,3.871,12921.09,414.6,95.99,1666.88,7819.11,142.1158099,8.253,False,A,204184.0
