Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
22.0,44.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,45.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,no sales today,119557.0
22.0,46.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,52.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,54.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,310,no sales today,119557.0
22.0,55.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,56.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,58.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,no sales today,119557.0
22.0,59.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,60.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,67.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,,119557.0
22.0,71.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,72.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,-22.0
22.0,74.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,79.0,2011-02-04,26.39,3.24,,,,,, ,8.458,310,B,119557.0
22.0,80.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,81.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,82.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,83.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,85.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,87.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,-22.0
22.0,90.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,91.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,92.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,93.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,94.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,95.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,97.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,False,B,119557.0
22.0,98.0,2011-02-04,26.39,3.24,,,,,,137.0542431,8.458,310,B,119557.0
