,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,39.0,56.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
1,39.0,58.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,Monday is sunny,184109.0
2,39.0,59.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
3,39.0,60.0,2012-03-16,,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,,184109.0
4,39.0,67.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,Monday is sunny,184109.0
5,39.0,71.0,2012-03-16,65.81,3.734,4150.56,,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
6,39.0,72.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
7,39.0,74.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
8,39.0,79.0,2012-03-16,65.81,3.734,4150.56,184.15,,1947.25,13451.44,Monday is sunny,7.244,False,A,184109.0
9,39.0,80.0,2012-03-16,65.81,3.734,4150.56,184.15,6.24,1947.25,13451.44,219.8956335,7.244,False,A,184109.0
