,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,12.0,71.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
1,12.0,72.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
2,12.0,74.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
3,12.0,79.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
4,12.0,80.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
5,12.0,81.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
6,12.0,82.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
7,12.0,83.0,2012-05-04,76.03,4.171,10073.64,,,1671.53,3721.62,131.136,11.627,,B,112238.0
8,12.0,85.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,1559,B,112238.0
9,12.0,87.0,2012-05-04,76.03,4.171,10073.64,,76.29,1671.53,3721.62,131.136,11.627,False,B,112238.0
