,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,8.0,32.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
1,8.0,33.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
2,8.0,34.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,
3,8.0,35.0,2012-01-20,,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
4,8.0,36.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
5,8.0,37.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
6,8.0,38.0,,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
7,8.0,40.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
8,8.0,41.0,2012-01-20,46.81,,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
9,8.0,42.0,2012-01-20,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False,A,155078.0
