,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,6.0,98.0,2010-07-23,83.9,2.608,,,,,,212.7578505,6.973,False, ,202505.0
1,6.0,1.0,2010-07-30,81.37,,,,,,,212.8944846,6.973,False,A,202505.0
2,6.0,2.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
3,6.0,3.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
4,6.0,4.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
5,6.0,5.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
6,6.0,,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
7,6.0,7.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
8,6.0,8.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,-93.0
9,6.0,9.0,2010-07-30,81.37,2.64,,,,,,212.8944846,6.973,False,A,202505.0
