,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,27.0,82.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
1,27.0,83.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
2,27.0,85.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
3,27.0,87.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
4,27.0,90.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
5,27.0,91.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
6,27.0,92.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False, ,204184.0
7,27.0,93.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
8,27.0,94.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
9,27.0,95.0,2010-09-24,67.08,2.837,,,,,,136.6317821,7.982,False,A,204184.0
