,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,34.0,45.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
1,34.0,46.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
2,34.0,48.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
3,34.0,49.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
4,34.0,51.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
5,34.0,52.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
6,34.0,54.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
7,,55.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
8,34.0,56.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
9,34.0,58.0,2010-07-30,72.26,2.65,,,,,,126.1069032,9.816,False,A,158114.0
