,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,2.0,2.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
1,2.0,3.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
2,2.0,4.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,334,A,202307.0
3,2.0,5.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
4,2.0,6.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,
5,2.0,7.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,334,A,202307.0
6,2.0,8.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
7,,9.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
8,2.0,10.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
9,2.0,11.0,2010-03-05,47.17,2.625,,,,,,211.0067542,8.324,False,A,202307.0
