,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,10.0,30.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
1,10.0,31.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
2,10.0,32.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
3,10.0,33.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,-68.0
4,10.0,34.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
5,10.0,35.0,2011-06-17,87.96,3.935,,,,,, ,8.494,False,B,126512.0
6,10.0,36.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
7,10.0,37.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,,B,126512.0
8,10.0,38.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
9,10.0,40.0,2011-06-17,87.96,3.935,,,,,,129.0432,8.494,False,B,126512.0
