,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
0,33.0,14.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,no sales today,8.01,False,A,39690.0
1,33.0,16.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
2,33.0,17.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
3,33.0,18.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
4,33.0,20.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
5,33.0,21.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
6,33.0,22.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,1734,A,39690.0
7,33.0,24.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,39690.0
8,33.0,26.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,no sales today,8.01,False,A,39690.0
9,33.0,35.0,2011-11-11,58.75,3.677,105.63,126.28,5.06,,27754.23,129.8167097,8.01,False,A,
