,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
10,15.0,27.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
12,15.0,29.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
13,15.0,30.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
15,15.0,32.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
16,15.0,33.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
18,15.0,35.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
19,15.0,36.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
20,15.0,38.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
21,15.0,40.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
24,15.0,44.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
26,15.0,46.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
27,15.0,49.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
28,15.0,50.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
29,15.0,51.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
30,15.0,52.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
31,15.0,54.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
34,15.0,58.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
35,15.0,59.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
36,15.0,67.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
37,15.0,71.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
38,15.0,72.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
39,15.0,74.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
40,15.0,79.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
41,15.0,80.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
42,15.0,81.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
44,15.0,83.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
45,15.0,85.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
46,15.0,87.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
47,15.0,90.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
48,15.0,91.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
50,15.0,93.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
51,15.0,95.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
52,15.0,96.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
53,15.0,97.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
54,15.0,98.0,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False,B,123737.0
55,15.0,1.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
57,15.0,3.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
58,15.0,4.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
59,15.0,5.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
60,15.0,6.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
61,15.0,7.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
62,15.0,8.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
63,15.0,9.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
64,15.0,10.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
69,15.0,16.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
70,15.0,17.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
73,15.0,20.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
74,15.0,21.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
75,15.0,22.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
78,15.0,25.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
79,15.0,26.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
80,15.0,27.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
81,15.0,28.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
82,15.0,29.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
83,15.0,30.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
84,15.0,31.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
85,15.0,32.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
86,15.0,33.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
89,15.0,36.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
91,15.0,40.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
93,15.0,42.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
94,15.0,44.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
96,15.0,48.0,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False,B,123737.0
