,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
11,44.0,4.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
13,44.0,6.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
14,44.0,7.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
15,44.0,8.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
16,44.0,9.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
18,44.0,11.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
19,44.0,12.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
21,44.0,14.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
25,44.0,21.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
26,44.0,23.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
28,44.0,26.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
29,44.0,27.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
31,44.0,32.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
32,44.0,33.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
33,44.0,38.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
36,44.0,46.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
37,44.0,52.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
38,44.0,56.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
41,44.0,72.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
42,44.0,74.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
43,,79.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
44,44.0,80.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
47,44.0,83.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
48,44.0,85.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
50,44.0,90.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
51,44.0,91.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
52,44.0,92.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
53,44.0,93.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
55,44.0,95.0,2012-06-15,65.97,3.756,3297.48,,9.88,23.04,993.88,130.8295333,5.621,False,C,39910.0
60,44.0,2.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
61,,3.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
62,44.0,4.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
63,44.0,5.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
64,44.0,6.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
65,44.0,7.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
67,44.0,9.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,,5.621,False,C,39910.0
68,44.0,10.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
69,44.0,11.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
71,44.0,13.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
72,44.0,14.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
73,44.0,16.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
75,44.0,20.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
76,44.0,21.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
77,,23.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
80,44.0,26.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
81,44.0,27.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
82,44.0,28.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
83,44.0,32.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
84,44.0,33.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
85,44.0,38.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
86,44.0,40.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
87,44.0,42.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
89,44.0,52.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
90,44.0,56.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
92,44.0,60.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
93,44.0,67.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
96,44.0,79.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
97,44.0,80.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
98,44.0,81.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
99,44.0,82.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
100,44.0,83.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
101,44.0,85.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
102,44.0,87.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
103,44.0,90.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
104,44.0,91.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
106,44.0,93.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
107,44.0,94.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
109,44.0,96.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
110,44.0,97.0,2012-06-22,72.89,3.737,505.28,,0.79,43.89,1222.4,130.7929,5.621,False,C,39910.0
112,44.0,1.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
113,44.0,2.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
114,44.0,3.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
116,44.0,5.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
118,44.0,7.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
119,44.0,8.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
120,44.0,9.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
121,44.0,10.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
122,44.0,11.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
123,44.0,12.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
124,44.0,13.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
125,44.0,14.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
126,44.0,16.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
127,44.0,17.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
128,44.0,20.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
129,44.0,21.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
130,44.0,23.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
131,44.0,25.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
133,44.0,27.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
134,44.0,28.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
136,44.0,32.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
137,44.0,38.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
138,44.0,40.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
140,44.0,46.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
141,44.0,52.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
143,44.0,59.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
144,44.0,60.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
145,44.0,67.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
146,44.0,72.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
147,44.0,74.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
149,44.0,80.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
151,44.0,82.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
152,44.0,83.0,2012-06-29,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
153,44.0,85.0,2012-06-29,,3.681,174.37,,,,1114.79,130.7562667,5.621,False,C,39910.0
