,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
10,9.0,79.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
12,9.0,82.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
14,9.0,87.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
15,9.0,90.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
18,9.0,94.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
19,9.0,95.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
20,9.0,96.0,2011-03-11,54.75,3.459,,,,,,217.6977326,6.416,False,B,125833.0
22,9.0,2.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
23,9.0,3.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
24,9.0,4.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
26,9.0,6.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
27,9.0,7.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
28,9.0,8.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
29,9.0,9.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
31,9.0,11.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
32,9.0,12.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
33,9.0,13.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
35,9.0,16.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
36,9.0,17.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
37,9.0,18.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
38,9.0,19.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
39,9.0,20.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
41,9.0,22.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
42,9.0,23.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
46,9.0,27.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
47,9.0,28.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
48,9.0,29.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
49,9.0,30.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
50,9.0,31.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
51,9.0,32.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
52,9.0,33.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
53,9.0,34.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
56,9.0,38.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
57,9.0,40.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
60,9.0,44.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
61,9.0,45.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
62,9.0,46.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
63,9.0,52.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
65,9.0,56.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
67,9.0,60.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
68,9.0,67.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
71,9.0,74.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
72,9.0,79.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
73,9.0,81.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
74,9.0,82.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
75,9.0,85.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
76,9.0,87.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
77,9.0,90.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
78,9.0,91.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
80,9.0,94.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
81,9.0,95.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
82,9.0,96.0,2011-03-18,63.82,3.488,,,,,,217.9563371,6.416,False,B,125833.0
83,9.0,1.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
85,9.0,3.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
86,9.0,4.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
87,9.0,5.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
90,9.0,8.0,2011-03-25,,3.473,,,,,,218.2007506,6.416,False,B,125833.0
91,9.0,9.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
96,9.0,14.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
97,9.0,16.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
98,9.0,17.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
99,9.0,18.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
100,9.0,19.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
101,9.0,20.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
102,9.0,21.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
105,9.0,24.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
106,9.0,25.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
107,9.0,26.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
111,9.0,30.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
113,9.0,32.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
114,9.0,33.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
116,9.0,35.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
117,9.0,36.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
118,9.0,38.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
121,9.0,42.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
126,9.0,55.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
127,9.0,56.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
128,9.0,59.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
129,9.0,60.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
131,9.0,71.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
132,9.0,72.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
134,9.0,79.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
136,9.0,82.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
137,9.0,85.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
141,9.0,92.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
142,9.0,94.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
143,9.0,95.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
144,9.0,96.0,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False,B,125833.0
145,9.0,1.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
146,9.0,2.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
147,9.0,3.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
149,9.0,5.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
150,9.0,6.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
152,9.0,8.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
153,9.0,9.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
156,9.0,12.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
157,9.0,,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
158,9.0,14.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
159,9.0,16.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
160,9.0,17.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
161,9.0,18.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
163,9.0,20.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
164,9.0,21.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
165,9.0,22.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
166,9.0,23.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
167,9.0,24.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
169,9.0,26.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
170,9.0,27.0,2011-04-01,56.12,3.524,,,,,,218.445164,6.38,False,B,125833.0
