,Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Type,Size
10,,31.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
13,38.0,38.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
14,38.0,40.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
16,38.0,44.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
17,38.0,46.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
20,38.0,60.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
21,38.0,67.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
22,38.0,72.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
23,38.0,74.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
25,38.0,80.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
26,38.0,81.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
27,38.0,82.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
28,38.0,83.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
29,38.0,85.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
30,38.0,87.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
31,38.0,90.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
33,38.0,92.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
34,38.0,93.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
35,38.0,94.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
36,38.0,95.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
37,38.0,96.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
39,38.0,98.0,2010-03-12,50.11,2.925,,,,,,126.6042857,13.975,False,C,39690.0
40,38.0,1.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
43,38.0,4.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
45,38.0,6.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
46,38.0,7.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
47,38.0,8.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
49,38.0,,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
50,38.0,11.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
51,38.0,12.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
52,38.0,13.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
54,38.0,16.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
58,38.0,25.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
60,38.0,32.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
61,38.0,38.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
62,38.0,40.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
64,38.0,44.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
65,38.0,46.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
67,38.0,59.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
68,38.0,60.0,2010-03-19,59.57,3.054,,,,,,126.6066452,13.975,False,C,39690.0
